2400000,2.320966,1.272175
2410000,2.170015,1.708197
2420000,2.281667,1.606424
2430000,2.362170,1.915506
2440000,2.563519,1.470067
2450000,2.436491,1.440920
2460000,1.968251,1.383960
2470000,2.094034,1.447247
2480000,1.945208,1.357622
2490000,2.747944,1.876638
2500000,1.914937,1.318822
2510000,1.958892,1.318394
2520000,1.802250,1.235060
2530000,1.924052,1.225044
2540000,1.775024,1.235884
2550000,1.904502,1.299653
2560000,1.792439,1.242775
2570000,1.781849,1.243939
2580000,2.671663,1.884818
2590000,1.962482,1.329905
2600000,2.006733,1.323712
2610000,2.128716,1.419554
2620000,2.488232,2.033665
2630000,2.368687,1.372960
2640000,1.997816,2.201355
2650000,2.565790,1.880751
2660000,3.166299,1.841513
2670000,2.035238,1.469129
2680000,1.984972,1.312180
2690000,1.997378,1.352289
2700000,1.893642,1.289639
2710000,1.919122,1.321832
2720000,2.115390,1.298478
2730000,2.245893,1.438944
2740000,2.164115,1.426049
2750000,2.291037,1.776225
2760000,2.225280,1.644052
2770000,2.133316,1.401496
