10000,0.106822,0.004894
20000,0.075301,0.015855
30000,0.201432,0.026677
40000,0.132089,0.041741
50000,0.116515,0.053202
60000,0.120160,0.066893
70000,0.163717,0.066519
80000,0.107418,0.058356
90000,0.141637,0.077449
100000,0.161558,0.077718
110000,0.133072,0.098042
120000,0.169271,0.090496
130000,0.168999,0.088289
140000,0.161079,0.085601
150000,0.185389,0.096241
160000,0.173029,0.105772
170000,0.178843,0.105952
180000,0.259004,0.109063
190000,0.240401,0.117731
200000,0.267323,0.120737
210000,0.246005,0.126288
220000,0.204947,0.134985
230000,0.220838,0.132939
240000,0.214336,0.134769
250000,0.267900,0.140483
260000,0.265956,0.149417
270000,0.266711,0.170702
280000,0.295374,0.167657
290000,0.269880,0.177538
300000,0.297601,0.183876
310000,0.274815,0.185817
320000,0.301107,0.179496
330000,0.297397,0.182773
340000,0.340855,0.186615
350000,0.322727,0.198993
360000,0.365038,0.213518
370000,0.347634,0.207574
380000,0.348984,0.204954
390000,0.394922,0.220263
400000,0.373877,0.224295
410000,0.356628,0.235289
420000,0.427911,0.332264
430000,0.406929,0.237320
440000,0.629768,0.299893
450000,0.418557,0.257657
460000,0.710253,0.360501
470000,0.478096,0.253878
480000,0.446790,0.287281
490000,0.620971,0.263567
500000,0.443752,0.290925
510000,0.686609,0.302353
520000,0.453918,0.316814
530000,0.508498,0.319307
540000,0.478637,0.289112
550000,0.493759,0.304032
560000,0.482678,0.337581
570000,0.493307,0.309070
580000,0.485731,0.319670
590000,0.497809,0.544731
600000,0.533142,0.315191
610000,0.542883,0.322846
620000,0.495722,0.434035
630000,0.518646,0.332999
640000,0.672549,0.639306
650000,0.573600,0.472320
660000,0.664606,0.526123
670000,0.537580,0.355055
680000,0.647819,0.518128
690000,0.656785,0.517706
700000,0.601340,0.387328
710000,0.608131,0.362404
720000,0.639429,0.428584
730000,0.629822,0.408777
740000,0.624441,0.395828
750000,0.616320,0.411648
760000,0.681202,0.523010
770000,0.662902,0.410707
780000,0.679747,0.420153
790000,0.698755,0.434844
800000,0.643432,0.446688
810000,0.638089,0.413161
820000,0.624081,0.429569
830000,0.689969,0.449332
840000,0.713945,0.483828
850000,0.749274,0.515544
860000,0.693154,0.439666
870000,0.684324,0.444861
880000,0.758768,0.491541
890000,0.753640,0.479140
900000,0.731822,0.539195
910000,1.055613,0.934101
920000,0.859166,0.752475
930000,0.736726,0.491272
940000,0.695166,0.546225
950000,0.736655,0.477411
960000,0.790712,0.500810
970000,0.787614,0.499723
980000,1.158061,0.606878
990000,1.078931,0.590056
1000000,0.861175,0.565687
1010000,0.747470,0.529703
1020000,0.831585,0.569989
1030000,1.266453,1.054716
1040000,1.195296,0.530913
1050000,0.768237,0.513094
1060000,0.795981,0.510321
1070000,0.806712,0.527080
1080000,1.285247,0.811466
1090000,1.007846,0.888393
1100000,0.865275,0.647443
1110000,1.204837,1.159648
1120000,0.991165,0.607761
1130000,0.930160,0.666484
1140000,1.011769,0.616356
1150000,1.395704,0.664030
1160000,1.007987,0.708438
1170000,0.968231,0.601133
1180000,0.979161,0.611301
1190000,1.020919,0.644720
1200000,0.932337,0.699643
1210000,0.905472,0.601328
1220000,0.937781,0.647454
1230000,1.011951,0.664817
1240000,1.066790,0.692462
1250000,1.093452,0.707354
1260000,1.092585,0.669225
1270000,0.991136,0.664655
1280000,1.032396,0.682864
1290000,1.084900,0.678968
1300000,1.193591,0.733238
1310000,1.089086,0.710886
1320000,1.024653,0.703487
1330000,1.052435,0.713187
1340000,1.130914,0.728451
1350000,1.139641,0.771723
1360000,1.177129,0.708690
1370000,1.084664,0.763984
1380000,1.008324,0.689877
1390000,1.155528,0.687058
1400000,1.092238,0.789807
1410000,1.252602,0.749691
1420000,1.145710,0.760485
1430000,1.076111,0.742149
1440000,1.095709,0.716797
1450000,1.254887,0.782336
1460000,1.161968,0.821284
1470000,1.113016,0.785853
1480000,1.153434,0.788612
1490000,1.218570,0.809831
1500000,1.290820,0.810432
1510000,1.235605,0.830123
1520000,1.162892,0.767975
1530000,1.180120,0.840317
1540000,1.233987,0.782882
1550000,1.257438,0.822018
1560000,1.284070,0.870434
1570000,1.237695,0.921275
1580000,1.319950,0.875053
1590000,1.277962,0.821061
1600000,1.329734,0.864426
1610000,1.349898,0.836704
1620000,1.203560,0.812907
1630000,1.210674,0.811995
1640000,1.334610,0.853144
1650000,1.261658,0.901081
1660000,1.278001,0.857566
1670000,1.446474,0.939791
1680000,1.292931,0.860460
1690000,1.405928,0.933305
1700000,1.307792,0.887726
1710000,1.344719,0.862933
1720000,1.316308,0.959176
1730000,1.331141,0.934392
1740000,1.356584,0.896863
1750000,1.321629,0.908560
1760000,1.396106,0.932705
1770000,1.416011,1.066609
1780000,1.421413,0.927287
1790000,1.422842,0.968600
1800000,1.375710,0.929536
1810000,1.439453,0.976359
1820000,1.429055,0.925642
1830000,1.448296,0.960225
1840000,1.457048,1.033222
1850000,1.421988,0.985830
1860000,1.529864,0.970316
1870000,1.587923,0.993411
1880000,1.446427,1.030149
1890000,1.486931,1.004092
1900000,1.467878,1.010583
1910000,1.549233,1.041087
1920000,1.647657,1.024080
1930000,1.520977,0.985088
1940000,1.529135,1.041435
1950000,1.647608,1.050681
1960000,1.565432,0.995627
1970000,1.506974,1.019909
1980000,1.651618,1.013942
1990000,1.623764,1.083469
2000000,1.594977,1.047391
2010000,1.566534,1.037274
2020000,1.595517,1.073078
2030000,1.665824,1.094281
2040000,1.571032,1.071318
2050000,1.630300,1.086082
2060000,1.652976,1.067443
2070000,1.680743,1.113592
2080000,1.645274,1.100791
2090000,1.589511,1.068737
2100000,1.726644,1.092916
2110000,1.721087,1.200938
2120000,1.687164,1.111552
2130000,1.702150,1.104458
2140000,1.648051,1.510236
2150000,1.857697,1.191731
2160000,1.739936,1.090908
2170000,1.701544,1.137877
2180000,1.721796,1.138912
2190000,1.764460,1.183015
2200000,1.647825,1.200352
2210000,1.775479,1.141156
2220000,1.814193,1.152393
2230000,1.725381,1.178832
2240000,1.743652,1.223203
2250000,1.793031,1.176161
2260000,1.723109,1.176317
2270000,1.831849,1.254666
2280000,1.800145,1.251838
2290000,1.760851,1.185185
2300000,1.883217,1.217112
2310000,1.942995,1.251170
2320000,1.896090,1.244405
2330000,1.832151,1.207150
2340000,1.796538,1.223101
2350000,1.905281,1.250341
2360000,1.903330,1.280807
2370000,1.913005,1.231008
2380000,1.745905,1.179840
2390000,1.755598,1.188288
