1000,47.816028,347.735716
2000,39.752149,296.008396
3000,40.498708,475.581254
4000,38.783358,660.850485
5000,39.473771,850.521723
6000,40.656919,1369.967612
7000,37.874449,1048.610929
8000,38.270099,686.610214
9000,41.439194,1602.247175
10000,38.768017,1728.690827
11000,38.080263,1509.861419
12000,61.690448,1191.532171
13000,34.792376,1182.956770
14000,42.597300,1173.556829
15000,51.565700,1313.618394
16000,37.203424,1579.052285
17000,38.812633,1829.431083
18000,61.514771,1435.229089
19000,35.525348,1761.762066
20000,61.274901,1460.850491
50000,35.547903,1631.967101
80000,53.411958,1045.758532
110000,36.351316,1370.277872
140000,40.659481,1180.014996
170000,49.474904,1558.550530
200000,40.683405,1183.929451
230000,49.790239,1572.461805
260000,34.526384,1583.482888
290000,56.349064,1892.649896
320000,30.888466,1353.531152
350000,39.427648,1660.713889
400000,32.785318,1484.006648
450000,60.095876,1409.236963
500000,32.613510,1913.261873
550000,48.255694,1901.117172
600000,36.057491,757.858611
650000,42.194273,1903.608941
700000,54.726821,1807.785732
750000,35.800913,1659.793056
800000,58.683915,1816.725824
850000,34.524681,823.846246
900000,31.136203,883.491303
950000,55.354447,2084.972290
1000000,34.871362,1474.035210
